-130.3700167,53.72211667,0,0,2
-130.3700167,53.72211667,0,1728,2
-130.3700167,53.72211667,0,3456,2
-130.3700167,53.72211667,0,5184,2
-130.3700167,53.72211667,0,6912,2
-130.3700167,53.72211667,0,8640,2
-130.3700167,53.72211667,0,10368,2
-130.3700167,53.72211667,0,12096,2
-130.3700167,53.72211667,0,13824,2
-130.3700167,53.72211667,0,15552,2
-130.3700167,53.72211667,0,17280,2
-130.3700167,53.72211667,0,19008,2
-130.3700167,53.72211667,0,20736,2
-130.3700167,53.72211667,0,22464,2
-130.3700167,53.72211667,0,24192,2
-130.3700167,53.72211667,0,25920,2
-130.3700167,53.72211667,0,27648,2
-130.3700167,53.72211667,0,29376,2
-130.3700167,53.72211667,0,31104,2
-130.3700167,53.72211667,0,32832,2
-130.3700167,53.72211667,0,34560,2
-130.3700167,53.72211667,0,36288,2
-130.3700167,53.72211667,0,38016,2
-130.3700167,53.72211667,0,39744,2
-130.3700167,53.72211667,0,41472,2
-130.3700167,53.72211667,0,43200,2
-130.3700167,53.72211667,0,44928,2
-130.3700167,53.72211667,0,46656,2
-130.3700167,53.72211667,0,48384,2
-130.3700167,53.72211667,0,50112,2
-130.3700167,53.72211667,0,51840,2
-130.3700167,53.72211667,0,53568,2
-130.3700167,53.72211667,0,55296,2
-130.3700167,53.72211667,0,57024,2
-130.3700167,53.72211667,0,58752,2
-130.3700167,53.72211667,0,60480,2
-130.3700167,53.72211667,0,62208,2
-130.3700167,53.72211667,0,63936,2
-130.3700167,53.72211667,0,65664,2
-130.3700167,53.72211667,0,67392,2
-130.3700167,53.72211667,0,69120,2
-130.3700167,53.72211667,0,70848,2
-130.3700167,53.72211667,0,72576,2
-130.3700167,53.72211667,0,74304,2
-130.3700167,53.72211667,0,76032,2
-130.3700167,53.72211667,0,77760,2
-130.3700167,53.72211667,0,79488,2
-130.3700167,53.72211667,0,81216,2
-130.3700167,53.72211667,0,82944,2
-130.3700167,53.72211667,0,84672,2
-123.3794444,49.40194444,0,0,3
-123.3794444,49.40194444,0,1728,3
-123.3794444,49.40194444,0,3456,3
-123.3794444,49.40194444,0,5184,3
-123.3794444,49.40194444,0,6912,3
-123.3794444,49.40194444,0,8640,3
-123.3794444,49.40194444,0,10368,3
-123.3794444,49.40194444,0,12096,3
-123.3794444,49.40194444,0,13824,3
-123.3794444,49.40194444,0,15552,3
-123.3794444,49.40194444,0,17280,3
-123.3794444,49.40194444,0,19008,3
-123.3794444,49.40194444,0,20736,3
-123.3794444,49.40194444,0,22464,3
-123.3794444,49.40194444,0,24192,3
-123.3794444,49.40194444,0,25920,3
-123.3794444,49.40194444,0,27648,3
-123.3794444,49.40194444,0,29376,3
-123.3794444,49.40194444,0,31104,3
-123.3794444,49.40194444,0,32832,3
-123.3794444,49.40194444,0,34560,3
-123.3794444,49.40194444,0,36288,3
-123.3794444,49.40194444,0,38016,3
-123.3794444,49.40194444,0,39744,3
-123.3794444,49.40194444,0,41472,3
-123.3794444,49.40194444,0,43200,3
-123.3794444,49.40194444,0,44928,3
-123.3794444,49.40194444,0,46656,3
-123.3794444,49.40194444,0,48384,3
-123.3794444,49.40194444,0,50112,3
-123.3794444,49.40194444,0,51840,3
-123.3794444,49.40194444,0,53568,3
-123.3794444,49.40194444,0,55296,3
-123.3794444,49.40194444,0,57024,3
-123.3794444,49.40194444,0,58752,3
-123.3794444,49.40194444,0,60480,3
-123.3794444,49.40194444,0,62208,3
-123.3794444,49.40194444,0,63936,3
-123.3794444,49.40194444,0,65664,3
-123.3794444,49.40194444,0,67392,3
-123.3794444,49.40194444,0,69120,3
-123.3794444,49.40194444,0,70848,3
-123.3794444,49.40194444,0,72576,3
-123.3794444,49.40194444,0,74304,3
-123.3794444,49.40194444,0,76032,3
-123.3794444,49.40194444,0,77760,3
-123.3794444,49.40194444,0,79488,3
-123.3794444,49.40194444,0,81216,3
-123.3794444,49.40194444,0,82944,3
-123.3794444,49.40194444,0,84672,3
-128.1425,51.69,0,0,4
-128.1425,51.69,0,1728,4
-128.1425,51.69,0,3456,4
-128.1425,51.69,0,5184,4
-128.1425,51.69,0,6912,4
-128.1425,51.69,0,8640,4
-128.1425,51.69,0,10368,4
-128.1425,51.69,0,12096,4
-128.1425,51.69,0,13824,4
-128.1425,51.69,0,15552,4
-128.1425,51.69,0,17280,4
-128.1425,51.69,0,19008,4
-128.1425,51.69,0,20736,4
-128.1425,51.69,0,22464,4
-128.1425,51.69,0,24192,4
-128.1425,51.69,0,25920,4
-128.1425,51.69,0,27648,4
-128.1425,51.69,0,29376,4
-128.1425,51.69,0,31104,4
-128.1425,51.69,0,32832,4
-128.1425,51.69,0,34560,4
-128.1425,51.69,0,36288,4
-128.1425,51.69,0,38016,4
