   1439423.73870459      ,   279267.163462657     
   1441409.64928895      ,   281093.209165993     
   1443396.43604621      ,   282919.143552249     
   1445384.16857721      ,   284744.910962855     
   1447372.91652317      ,   286570.455739260     
   1449362.38474194      ,   288395.833540022     
   1451352.79535144      ,   290220.933048018     
   1453344.06591341      ,   292045.754263270     
   1455336.04605237      ,   293870.241527226     
   1457328.83199535      ,   295694.311352055     
   1459322.32494521      ,   297518.130713413     
   1461316.65946200      ,   299341.532635649     
   1463311.69948842      ,   301164.489289480     
   1465307.39854768      ,   302987.111992012     
   1467303.85292476      ,   304809.317255426     
   1469300.98067747      ,   306631.105079714     
   1471298.70467574      ,   308452.364147774     
   1473297.09678184      ,   310273.122288887     
   1475296.21508494      ,   312093.379503057     
   1477295.95785886      ,   313913.135790275     
   1479296.27095771      ,   315732.446809094     
   1481297.19620994      ,   317551.117754586     
   1483298.71317578      ,   319369.232114580     
   1485300.82136745      ,   321186.873376912     
   1487303.57020429      ,   323003.902395195     
   1489306.91189353      ,   324820.346998698     
   1491310.79763286      ,   326636.151528878     
   1493315.27922945      ,   328451.343815012     
   1495320.23754964      ,   330266.090832746     
   1497325.76216693      ,   332080.253435698     
   1499331.89034143      ,   333893.748136057     
   1501338.54735079      ,   335706.547104554     
   1503345.84456973      ,   337518.678170439     
   1505353.64849448      ,   339330.196992259     
   1507362.01705281      ,   341141.103570054     
   1509370.98203229      ,   342951.425733079     
   1511380.50081625      ,   344760.996505675     
   1513390.53336359      ,   346569.982863500     
   1515401.15700715      ,   348378.301318727     
   1517412.36963881      ,   350185.868383519     
   1519424.12456150      ,   351992.878862818     
   1521436.47956874      ,   353799.332756632     
   1523449.54466676      ,   355605.090918560     
   1525463.22566852      ,   357410.125519349     
   1527477.42880546      ,   359214.492217545     
   1529492.35054297      ,   361018.191013132     
   1531507.96974002      ,   362821.388881766     
   1533524.34366119      ,   364623.918847798     
   1535541.58252727      ,   366425.725252689     
   1537559.61882095      ,   368226.919413542     
   1539578.55605885      ,   370027.473501069     
   1541598.52413735      ,   371827.415344539     
   1543619.69224638      ,   373626.689285406     
   1545642.17712478      ,   375425.128348035     
   1547666.22689608      ,   377222.676873865     
   1549692.17560970      ,   379019.167887252     
   1551719.89246960      ,   380813.738680666     
   1553746.61474595      ,   382606.472741933     
   1555769.72486086      ,   384398.010144387     
   1557790.00891777      ,   386188.128253810     
   1559808.54828708      ,   387976.604436009     
   1561825.86355777      ,   389763.494349548     
   1563842.26417886      ,   391548.909311511     
   1565857.94138520      ,   393332.877151170     
   1567873.07321678      ,   395115.397868549     
   1569887.76487956      ,   396896.527122175     
   1571902.08882242      ,   398676.292741320     
   1573916.09082411      ,   400454.750384554     
   1575929.82938275      ,   402231.983539694     
   1577943.38408823      ,   404007.908718901     
   1579956.78752050      ,   405782.553751465     
   1581970.05852575      ,   407556.002125218     
   1583983.19017202      ,   409328.281669424     
   1585996.20890981      ,   411099.364554800     
   1588009.16769657      ,   412869.195122797     
   1590022.08501597      ,   414637.856861252     
   1592034.98610490      ,   416405.405428723     
   1594047.86495723      ,   418171.785166637     
   1596060.76055591      ,   419936.996075004     
   1598073.67142669      ,   421701.121641654     
   1600086.57200289      ,   423464.106208030     
   1602099.52075553      ,   425225.949774136     
   1604112.53002751      ,   426986.680169245     
   1606125.56731855      ,   428746.269564080     
   1608138.68954592      ,   430504.801446467     
   1610151.87675308      ,   432262.275816407     
   1612165.13006513      ,   434018.609186075     
   1614178.48122293      ,   435773.829384748     
   1616191.91571509      ,   437527.992070968     
   1618205.45973718      ,   439281.069415468     
   1620219.15190608      ,   441033.061418251     
   1622232.94563815      ,   442783.995908587     
   1624246.83519433      ,   444533.817227928     
   1626260.85209089      ,   446282.553205546     
   1628274.99395942      ,   448030.287329264     
   1630289.31358922      ,   449776.963940532     
   1632303.78580942      ,   451522.527380802     
   1634318.36913919      ,   453267.061137906     
   1636333.10928401      ,   455010.537382557     
   1638348.02518203      ,   456752.956114752     
   1640363.08966480      ,   458494.345163797     
   1642378.31665475      ,   460234.648871123     
   1644393.73736561      ,   461973.895065977     
   1646409.35618972      ,   463712.139406947     
   1648425.12147988      ,   465449.354064747     
   1650441.06669524      ,   467185.483380813     
   1652457.21564569      ,   468920.583013713     
   1654473.58718965      ,   470654.652963441     
   1656490.14189296      ,   472387.693230002     
   1658506.87919060      ,   474119.703813393     
   1660523.86413060      ,   475850.656884329     
   1662541.02318002      ,   477580.608101376     
   1664558.38994043      ,   479309.501805973     
   1666575.97583954      ,   481037.365827382     
   1668593.79973422      ,   482764.200165635     
   1670611.87292956      ,   484490.032649996     
   1672630.14865042      ,   486214.891109725     
   1674648.66345007      ,   487938.636398460     
   1676667.44508367      ,   489661.379833298     
   1678686.44676286      ,   491383.149243514     
   1680705.68273847      ,   493103.888970554     
   1682725.19115237      ,   494823.599014420     
   1684744.91333808      ,   496542.279375110     
   1686764.88740518      ,   498259.930052633     
   1688785.18250798      ,   499976.578876264     
   1690805.71313430      ,   501692.253675274     
   1692826.47855821      ,   503406.954449659     
   1694847.55883691      ,   505120.597711597     
   1696868.92638928      ,   506833.211290365     
   1698890.54614222      ,   508544.850844509     
   1700912.41331156      ,   510255.460715475     
   1702934.61611531      ,   511965.068732543     
   1704957.13457569      ,   513673.674895722     
   1706979.89088078      ,   515381.279205000     
   1709002.93452631      ,   517087.909489653     
   795552.554981668      ,   1574295.79298078     
   793729.018002060      ,   1572336.36156272     
   791905.381271394      ,   1570375.78914439     
   790081.636219704      ,   1568414.13138435     
   788257.809968237      ,   1566451.33262402     
